ID,Airline Name,Type Of Traveller,Seat Type,Date Flown,Month Flown,Departure city,Arrival city
11038,Hong Kong Airlines,Couple Leisure,Economy Class,3/1/2018,March,Hong Kong,Okinawa
11039,Hong Kong Airlines,Solo Leisure,Economy Class,3/1/2018,March,Bangkok,Vancouver
11040,Hong Kong Airlines,Solo Leisure,Economy Class,10/1/2017,October,Vancouver,Taipei
11041,Hong Kong Airlines,Solo Leisure,Economy Class,2/1/2018,February,Seoul Incheon,Hong Kong
11042,Hong Kong Airlines,Couple Leisure,Economy Class,1/1/2018,January,Bangkok,Los Angeles
11043,Hong Kong Airlines,Solo Leisure,Economy Class,12/1/2017,December,Auckland,Narita
11044,Hong Kong Airlines,Family Leisure,Economy Class,11/1/2017,November,Auckland,Taipei
11045,Hong Kong Airlines,Business,Business Class,10/1/2017,October,Gold Coast,Shanghai
11046,Hong Kong Airlines,Couple Leisure,Economy Class,10/1/2017,October,Hong Kong,Seoul Incheon
11047,Hong Kong Airlines,Family Leisure,Economy Class,8/1/2017,August,Hong Kong,Seoul
11048,Hong Kong Airlines,Solo Leisure,Economy Class,7/1/2017,July,Vancouver,Taipei
11049,Hong Kong Airlines,Couple Leisure,Economy Class,7/1/2017,July,Beijing,Bangkok
11050,Hong Kong Airlines,Couple Leisure,Economy Class,6/1/2017,June,Hong Kong,Beijing
11051,Hong Kong Airlines,Couple Leisure,Business Class,4/1/2017,April,Hong Kong,Taipei
11052,Hong Kong Airlines,Family Leisure,Economy Class,12/1/2016,December,Tokyo Narita,Hong Kong
11053,Hong Kong Airlines,Family Leisure,Economy Class,2/1/2017,February,Mumbai,Auckland
11054,Hong Kong Airlines,Family Leisure,Economy Class,1/1/2017,January,Beijing,Hong Kong
11055,Hong Kong Airlines,Family Leisure,Business Class,1/1/2017,January,BKK,HKG
11056,Hong Kong Airlines,Solo Leisure,Economy Class,1/1/2017,January,HKG,CTU
11057,Hong Kong Airlines,Couple Leisure,Economy Class,11/1/2016,November,KIX,HKG
11058,Hong Kong Airlines,Solo Leisure,Business Class,11/1/2016,November,OKA,HKG
11059,Hong Kong Airlines,Business,Business Class,10/1/2016,October,PVG,BKK
11060,Hong Kong Airlines,Couple Leisure,Economy Class,9/1/2016,September,HAN,HKG
11061,Hong Kong Airlines,Couple Leisure,Economy Class,9/1/2016,September,HAN,HKG
11062,Hong Kong Airlines,Business,Business Class,7/1/2016,July,HKG,PEK
11063,Hong Kong Airlines,Business,Business Class,7/1/2016,July,PEK,HKG
11064,Hong Kong Airlines,Couple Leisure,Business Class,5/1/2016,May,OOL,HKG
11065,Hong Kong Airlines,Solo Leisure,Business Class,5/1/2016,May,HKG,HAN
11066,Hong Kong Airlines,Family Leisure,Economy Class,2/1/2016,February,HKG,PEK
11067,Hong Kong Airlines,Family Leisure,Economy Class,4/1/2016,April,DPS,HKG
11068,Hong Kong Airlines,Solo Leisure,Economy Class,2/1/2016,February,HKG,PEK
11069,Hong Kong Airlines,Solo Leisure,Economy Class,3/1/2016,March,TPE,HKG
11070,Hong Kong Airlines,Couple Leisure,Economy Class,2/1/2016,February,HKG,BKK
11071,Hong Kong Airlines,Solo Leisure,Business Class,1/1/2016,January,PVG,BKK
11072,Hong Kong Airlines,Couple Leisure,Economy Class,1/1/2016,January,HKG,BKK
11073,Hong Kong Airlines,Solo Leisure,Business Class,1/1/2016,January,HKG,TPE
11074,Hong Kong Airlines,Solo Leisure,Business Class,1/1/2016,January,HKG,TPE
11075,Hong Kong Airlines,Couple Leisure,Business Class,1/1/2016,January,HKG,OKA
11076,Hong Kong Airlines,Solo Leisure,Economy Class,10/1/2015,October,Hong Kong,Taipei
11077,Hong Kong Airlines,Couple Leisure,Business Class,6/1/2015,June,HKG,BKK
11078,Hong Kong Airlines,Solo Leisure,Business Class,7/1/2015,July,Hong Kong,Denpasar
11079,Hong Kong Airlines,Couple Leisure,Economy Class,8/1/2015,August,Chongqing,Hong Kong
11080,Hong Kong Airlines,Family Leisure,Economy Class,8/1/2015,August,PVG,HKG
11081,Hong Kong Airlines,Solo Leisure,Economy Class,8/1/2015,August,Hong Kong,Taipei
11082,Hong Kong Airlines,Couple Leisure,Economy Class,7/1/2015,July,Shanghai,Hong Kong
11083,Hong Kong Airlines,Solo Leisure,Business Class,5/1/2015,May,HKG,DPS
11093,HOP!,Solo Leisure,Economy Class,9/1/2018,September,Newcastle,Perpignan
11094,HOP!,Solo Leisure,Economy Class,4/1/2018,April,Paris,Nantes
11095,HOP!,Business,Economy Class,10/1/2017,October,Toulon,Paris Orly
11096,HOP!,Business,Business Class,7/1/2017,July,Paris,Aberdeen
11097,HOP!,Business,Economy Class,2/1/2017,February,Brussels,Pau
11098,HOP!,Couple Leisure,Economy Class,12/1/2016,December,DUS,CDG
11099,HOP!,Solo Leisure,Economy Class,9/1/2016,September,CDG,DUS
11100,HOP!,Couple Leisure,Economy Class,7/1/2016,July,BVE,ORY
11101,HOP!,Solo Leisure,Economy Class,7/1/2016,July,AMS,MRS
11102,HOP!,Solo Leisure,Economy Class,7/1/2016,July,SXB,AMS
11103,HOP!,Couple Leisure,Economy Class,3/1/2016,March,LYS,BOD
11104,HOP!,Solo Leisure,Economy Class,12/1/2015,December,PUF,CDG
11105,HOP!,Solo Leisure,Economy Class,7/1/2015,July,Brive,Paris Orly
11106,Horizon Air,Family Leisure,Economy Class,2/1/2021,February,Seattle,Reno
11107,Horizon Air,Business,First Class,1/1/2020,January,Seattle,Dallas
11108,Horizon Air,Business,Economy Class,10/1/2019,October,Bend,Portland
11109,Horizon Air,Solo Leisure,Economy Class,10/1/2019,October,Calgary,Anchorage
11110,Horizon Air,Solo Leisure,Economy Class,6/1/2019,June,Missoula,Seatac
11111,Horizon Air,Solo Leisure,Economy Class,11/1/2015,November,SEA,RNO
11112,Horizon Air,Solo Leisure,Economy Class,9/1/2015,September,SEA,EUG
11131,Hunnu Air,Family Leisure,Economy Class,7/1/2019,July,Ulaanbaatar,Dalanzadgad
11132,Iberia,Solo Leisure,Economy Class,7/1/2023,July,Madrid,Chicago
11133,Iberia,Couple Leisure,Economy Class,7/1/2023,July,"San Sebastián",Rome
11134,Iberia,Couple Leisure,Economy Class,7/1/2023,July,Madrid,London
11135,Iberia,Family Leisure,Economy Class,6/1/2023,June,Los Angeles,Madrid
11136,Iberia,Couple Leisure,Economy Class,5/1/2023,May,Mexico City,Madrid
11137,Iberia,Family Leisure,Economy Class,6/1/2023,June,Indianapolis,Barcelona 
11138,Iberia,Couple Leisure,Economy Class,6/1/2023,June,Boston,Alicante
11139,Iberia,Solo Leisure,Economy Class,6/1/2023,June,San Francisco,Amsterdam
11140,Iberia,Family Leisure,Economy Class,6/1/2023,June,Madrid,Copenhagen
11141,Iberia,Solo Leisure,Economy Class,5/1/2023,May,Santiago,Madrid
11142,Iberia,Solo Leisure,Economy Class,5/1/2023,May,Bogota,Madrid
11143,Iberia,Business,Economy Class,5/1/2023,May,Madrid,Lisbon
11144,Iberia,Business,Economy Class,4/1/2023,April,Lisbon,Madrid
11145,Iberia,Family Leisure,Economy Class,5/1/2023,May,Boston,Venice
11146,Iberia,Couple Leisure,Business Class,2/1/2023,February,Minneapolis,Madrid
11147,Iberia,Solo Leisure,Economy Class,4/1/2023,April,Havana,London
11148,Iberia,Solo Leisure,Economy Class,4/1/2023,April,Boston,Madrid
11149,Iberia,Business,Economy Class,4/1/2023,April,Madrid,Munich
11150,Iberia,Couple Leisure,Economy Class,4/1/2023,April,Valencia,Casablanca
11151,Iberia,Family Leisure,Economy Class,4/1/2023,April,Madrid,Chicago
11152,Iberia,Solo Leisure,Economy Class,3/1/2023,March,Madrid,Milan
11153,Iberia,Solo Leisure,Business Class,3/1/2023,March,Rio de Janeiro,Marseille
11154,Iberia,Solo Leisure,Economy Class,3/1/2023,March,Geneva,Miami
11155,Iberia,Solo Leisure,Premium Economy,2/1/2023,February,Boston,Madrid
11156,Iberia,Solo Leisure,Premium Economy,2/1/2023,February,Madrid,Boston
11157,Iberia,Family Leisure,Business Class,2/1/2023,February,Lisbon,Madrid
11158,Iberia,Business,Economy Class,2/1/2023,February,Madrid,Alicante
11159,Iberia,Couple Leisure,Economy Class,2/1/2023,February,Tenerife,Montevideo
11160,Iberia,Solo Leisure,Economy Class,1/1/2023,January,Berlin,Madrid
11161,Iberia,Family Leisure,Premium Economy,1/1/2023,January,Madrid,Los Angeles
11162,Iberia,Business,Economy Class,1/1/2023,January,Madrid,Bogota
11163,Iberia,Business,Economy Class,7/1/2022,July,London,Madrid
11164,Iberia,Family Leisure,Business Class,12/1/2022,December,Tel Aviv,Chicago O'Hare
11165,Iberia,Couple Leisure,Economy Class,11/1/2022,November,Los Angeles,Madrid 
11166,Iberia,Family Leisure,Economy Class,11/1/2022,November,Barcelona,Miami
11167,Iberia,Business,Economy Class,10/1/2022,October,Lisbon,Turin
11168,Iberia,Business,Economy Class,9/1/2022,September,Porto,Turin
11169,Iberia,Family Leisure,Economy Class,11/1/2022,November,Prague,Jerez
11170,Iberia,Business,Economy Class,10/1/2022,October,Tel Aviv,Madrid
11171,Iberia,Couple Leisure,Economy Class,9/1/2022,September,Madrid,Dallas
11172,Iberia,Solo Leisure,Business Class,10/1/2022,October,London,Masrid
11173,Iberia,Solo Leisure,Economy Class,10/1/2022,October,London,Madrid
11174,Iberia,Solo Leisure,Economy Class,9/1/2022,September,Miami,Alicante 
11175,Iberia,Couple Leisure,Economy Class,10/1/2022,October,Ibiza,Madrid
11176,Iberia,Solo Leisure,Premium Economy,10/1/2022,October,Munich,Talara
11177,Iberia,Couple Leisure,Economy Class,9/1/2022,September,Tel Aviv,Mexico City
11178,Iberia,Family Leisure,Economy Class,8/1/2022,August,Frankfurt,Madrid
11179,Iberia,Business,Economy Class,8/1/2022,August,Porto,Boston
11180,Iberia,Family Leisure,Economy Class,8/1/2022,August,Madrid,New York
11181,Iberia,Couple Leisure,Economy Class,8/1/2022,August,Marrakesh,Zagreb
11182,Iberia,Couple Leisure,Economy Class,8/1/2022,August,Dallas Fort-Worth,Tel Aviv
11183,Iberia,Family Leisure,Business Class,8/1/2022,August,Quito,London
11184,Iberia,Couple Leisure,Economy Class,8/1/2022,August,Madrid,Washington DC
11185,Iberia,Family Leisure,Economy Class,7/1/2022,July,Tenerife,Brussels
11186,Iberia,Solo Leisure,Economy Class,7/1/2022,July,Paris,Madrid
11187,Iberia,Business,Economy Class,5/1/2022,May,Madrid,Hamburg
11188,Iberia,Couple Leisure,Economy Class,7/1/2022,July,Madrid,Paris
11189,Iberia,Solo Leisure,Business Class,7/1/2022,July,Santo Domingo,London
11190,Iberia,Business,Economy Class,7/1/2022,July,Milan Linate,Madrid
11191,Iberia,Business,Economy Class,7/1/2022,July,London,Havana
11192,Iberia,Family Leisure,Economy Class,7/1/2022,July,Madrid,Miami
11193,Iberia,Couple Leisure,Economy Class,6/1/2022,June,Havana,Heathrow
11194,Iberia,Couple Leisure,Economy Class,7/1/2021,July,San Juan,Madrid
11195,Iberia,Solo Leisure,Economy Class,6/1/2022,June,Palma Mallorca,Ibiza
11196,Iberia,Solo Leisure,Business Class,6/1/2022,June,Miami,Madrid
11197,Iberia,Solo Leisure,Economy Class,5/1/2022,May,Madrid,Los Angeles
11199,Iberia,Business,Business Class,6/1/2022,June,London Heathrow,Madrid
11200,Iberia,Solo Leisure,Economy Class,6/1/2022,June,Barcelona,London
11201,Iberia,Couple Leisure,Premium Economy,6/1/2022,June,New York JFK,Madrid
11202,Iberia,Couple Leisure,Economy Class,6/1/2022,June,Barcelona,San Francisco
11203,Iberia,Solo Leisure,Economy Class,2/1/2022,February,Zurich,Mexico City
11204,Iberia,Solo Leisure,Economy Class,6/1/2022,June,Marseille,Boston
11205,Iberia,Couple Leisure,Economy Class,5/1/2022,May,Madrid,"Málaga"
11206,Iberia,Business,Business Class,5/1/2022,May,madrid,brussels
11207,Iberia,Business,Business Class,5/1/2022,May,Brussels,Madrid
11208,Iberia,Solo Leisure,Economy Class,4/1/2022,April,Guayaquil,Madrid
11209,Iberia,Couple Leisure,Business Class,4/1/2022,April,Panama City,Madrid
11210,Iberia,Business,Business Class,3/1/2022,March,Madrid,Palma
11211,Iberia,Couple Leisure,Economy Class,4/1/2022,April,Lisbon,Madrid
11212,Iberia,Couple Leisure,Economy Class,3/1/2022,March,Los Angeles,Barcelona
11213,Iberia,Solo Leisure,Economy Class,3/1/2022,March,Mallorca,Madrid
11214,Iberia,Solo Leisure,Economy Class,3/1/2022,March,New York,Alicante
11215,Iberia,Business,Economy Class,3/1/2022,March,Mexico City,Lisbon
11216,Iberia,Business,Business Class,2/1/2022,February,Madrid,Fuertaventura
11217,Iberia,Solo Leisure,Economy Class,3/1/2022,March,Venice,Madrid
11218,Iberia,Business,Economy Class,3/1/2022,March,Zürich,Madrid
11219,Iberia,Couple Leisure,Economy Class,8/1/2021,August,Barcelona,San Francisco
11220,Iberia,Business,Economy Class,12/1/2021,December,Amsterdam,Malaga
11221,Iberia,Couple Leisure,Business Class,12/1/2021,December,Marseille,Sao Paulo
11222,Iberia,Couple Leisure,Economy Class,12/1/2021,December,Madrid,"Panamá City"
11223,Iberia,Solo Leisure,Economy Class,12/1/2021,December,London,San Juan
11224,Iberia,Solo Leisure,Business Class,11/1/2021,November,Lima,Lisbon
11225,Iberia,Couple Leisure,Economy Class,11/1/2021,November,Madrid,Bogota 
11226,Iberia,Couple Leisure,Economy Class,11/1/2021,November,Madrid,London
11227,Iberia,Solo Leisure,Business Class,11/1/2021,November,London,Madrid
11228,Iberia,Solo Leisure,Economy Class,11/1/2021,November,San Sebastian,Boston
11229,Iberia,Couple Leisure,Premium Economy,10/1/2021,October,Munich,Santo Domingo
11230,Iberia,Couple Leisure,Economy Class,9/1/2021,September,Los Angeles,Dubrovnik
11231,Iberia,Business,Business Class,9/1/2021,September,London,Madrid
11232,Iberia Express,Couple Leisure,Economy Class,5/1/2023,May,Madrid,Amsterdam
11233,Iberia Express,Couple Leisure,Business Class,4/1/2023,April,Palma Mallorca,Madrid
11234,Iberia Express,Solo Leisure,Economy Class,5/1/2023,May,Paris,Spain
11235,Iberia Express,Family Leisure,Economy Class,4/1/2023,April,Amsterdam,Madeira
11236,Iberia Express,Solo Leisure,Economy Class,3/1/2023,March,Madrid,London
11237,Iberia Express,Solo Leisure,Economy Class,12/1/2022,December,Madrid,Berlin
11238,Iberia Express,Family Leisure,Economy Class,9/1/2022,September,Manchester,Madrid
11239,Iberia Express,Couple Leisure,Economy Class,8/1/2022,August,Barce;ona,Madrid
11240,Iberia Express,Business,Business Class,5/1/2022,May,Madrid,Tenerife Norte
11241,Iberia Express,Family Leisure,Economy Class,4/1/2022,April,Madrid,Lanzarote
11242,Iberia Express,Solo Leisure,Economy Class,4/1/2022,April,Las Palmas,Madrid
11243,Iberia Express,Solo Leisure,Business Class,1/1/2022,January,Amsterdam,Madrid
11244,Iberia Express,Solo Leisure,Economy Class,11/1/2021,November,Seville,Hamburg
11245,Iberia Express,Couple Leisure,Economy Class,8/1/2021,August,Madrid,Palma
11246,Iberia Express,Couple Leisure,Economy Class,8/1/2021,August,Madrid,Santorini
11247,Iberia Express,Couple Leisure,Business Class,7/1/2021,July,Stuttgart,Las Palmas
11248,Iberia Express,Solo Leisure,Economy Class,7/1/2021,July,"Palma, Mallorca",Athens
11249,Iberia Express,Solo Leisure,Economy Class,6/1/2020,June,London Gatwick,Madrid
11250,Iberia Express,Family Leisure,Economy Class,7/1/2020,July,Gatwick,Madrid
11251,Iberia Express,Couple Leisure,Economy Class,2/1/2020,February,Gran Canaria,Madrid
11252,Iberia Express,Couple Leisure,Economy Class,1/1/2020,January,Madrid,Copenhagen
11253,Iberia Express,Business,Economy Class,11/1/2019,November,Beirut,Tenerife
11254,Iberia Express,Business,Business Class,11/1/2019,November,Tenerife,Madrid
11255,Iberia Express,Solo Leisure,Economy Class,7/1/2019,July,Tenerife,Madrid
11256,Iberia Express,Solo Leisure,Economy Class,8/1/2019,August,Madrid,Tenerife
11257,Iberia Express,Solo Leisure,Economy Class,9/1/2019,September,Berlin,Madrid
11258,Iberia Express,Couple Leisure,Economy Class,6/1/2019,June,Tenerife,Madrid
11259,Iberia Express,Business,Economy Class,8/1/2019,August,Madrid,Fuerteventura
11260,Iberia Express,Solo Leisure,Economy Class,7/1/2019,July,Dusseldorf,Madrid
11261,Iberia Express,Couple Leisure,Economy Class,4/1/2019,April,Madrid,Santa Cruz de La Palma 
11262,Iberia Express,Solo Leisure,Economy Class,2/1/2019,February,Amsterdam,Porto
11263,Iberia Express,Couple Leisure,Economy Class,12/1/2018,December,Madrid,Florence
11264,Iberia Express,Business,Economy Class,11/1/2018,November,Paris,Madrid
11265,Iberia Express,Solo Leisure,Economy Class,10/1/2018,October,Gran Canaria,Zürich
11266,Iberia Express,Business,Economy Class,6/1/2018,June,Paris,Madrid
11267,Iberia Express,Couple Leisure,Economy Class,5/1/2018,May,Santiago De Compostela,Madrid
11268,Iberia Express,Business,Business Class,7/1/2018,July,Cardiff,Gran Canaria
11269,Iberia Express,Solo Leisure,Economy Class,6/1/2018,June,Stuttgart,Madrid
11270,Iberia Express,Family Leisure,Economy Class,6/1/2018,June,Marrakesh,Malta
11271,Iberia Express,Solo Leisure,Economy Class,5/1/2018,May,Madrid,Gatwick
11272,Iberia Express,Family Leisure,Economy Class,2/1/2018,February,Berlin,Madrid
11273,Iberia Express,Solo Leisure,Economy Class,2/1/2018,February,Madrid,London Gatwick
11274,Iberia Express,Solo Leisure,Economy Class,2/1/2018,February,Gran Canaria,Madrid
11275,Iberia Express,Solo Leisure,Economy Class,9/1/2017,September,Madrid,Nice
11276,Iberia Express,Couple Leisure,Economy Class,9/1/2017,September,Madrid,Amsterdam
11277,Iberia Express,Solo Leisure,Business Class,8/1/2017,August,Madrid,Dublin
11278,Iberia Express,Family Leisure,Economy Class,8/1/2017,August,Madrid,Rennes
11279,Iberia Express,Solo Leisure,Economy Class,7/1/2017,July,Gatwick,Madrid
11280,Iberia Express,Business,Economy Class,7/1/2017,July,Madrid,Amsterdam
11281,Iberia Express,Solo Leisure,Business Class,7/1/2017,July,Madrid,Krakow
11282,Iberia Express,Solo Leisure,Economy Class,6/1/2017,June,Santiago,Madrid
11283,Iberia Express,Business,Economy Class,5/1/2017,May,London Gatwick,Madrid
11284,Iberia Express,Business,Economy Class,4/1/2017,April,Berlin,Madrid
11285,Iberia Express,Couple Leisure,Economy Class,4/1/2017,April,Madrid,Dublin
11286,Iberia Express,Couple Leisure,Economy Class,12/1/2016,December,DUB,MAD
11287,Iberia Express,Business,Business Class,11/1/2016,November,MAD,MAN
11288,Iberia Express,Couple Leisure,Economy Class,10/1/2016,October,MAD,LGW
11289,Iberia Express,Business,Economy Class,10/1/2016,October,LHR,TFN
11290,Iberia Express,Solo Leisure,Business Class,8/1/2016,August,MAD,CDG
11291,Iberia Express,Couple Leisure,Economy Class,4/1/2016,April,LGW,MAD
11292,Iberia Express,Solo Leisure,Business Class,3/1/2016,March,MAD,SCQ
11293,Iberia Express,Solo Leisure,Economy Class,3/1/2016,March,LPA,LHR
11294,Iberia Express,Solo Leisure,Economy Class,3/1/2016,March,LHR,LPA
11295,Iberia Express,Couple Leisure,Economy Class,3/1/2016,March,MAD,AMS
11296,Iberia Express,Solo Leisure,Economy Class,2/1/2016,February,CPH,MAD
11297,Iberia Express,Couple Leisure,Business Class,1/1/2016,January,LPA,MAD
11298,Iberia Express,Solo Leisure,Economy Class,12/1/2015,December,Gatwick,Madrid
11299,Iberia Express,Solo Leisure,Economy Class,9/1/2015,September,Dublin,Valencia
11300,Iberia Express,Couple Leisure,Business Class,8/1/2015,August,Tenerife,London Heathrow
11301,Iberojet,Couple Leisure,Economy Class,7/1/2023,July,San José,Lisbon
11302,Icelandair,Business,Economy Class,7/1/2023,July,Nuuk,Aalborg
11303,Icelandair,Couple Leisure,Economy Class,7/1/2023,July,Seattle,Dublin
11304,Icelandair,Couple Leisure,Business Class,6/1/2023,June,Seattle,Barcelona
11305,Icelandair,Solo Leisure,Business Class,6/1/2023,June,Portland,Dublin
11306,Icelandair,Solo Leisure,Economy Class,7/1/2023,July,Copenhagen,Toronto
11307,Icelandair,Family Leisure,Business Class,6/1/2023,June,London,Seattle
11308,Icelandair,Family Leisure,Economy Class,6/1/2023,June,Tel Aviv,Toronto
11309,Icelandair,Couple Leisure,Business Class,6/1/2023,June,Southampton,Baltimore
11310,Icelandair,Couple Leisure,Economy Class,6/1/2023,June,Boston,Stockholm
11311,Icelandair,Couple Leisure,Economy Class,6/1/2023,June,Toronto,Iceland
11312,Icelandair,Family Leisure,Economy Class,6/1/2023,June,Reykjavik,Boston
11313,Icelandair,Family Leisure,Economy Class,6/1/2023,June,Keflavik,Helsinki
11314,Icelandair,Couple Leisure,Economy Class,6/1/2023,June,Copenhagen,Iceland
11315,Icelandair,Couple Leisure,Economy Class,4/1/2023,April,New York,Keflavik
11316,Icelandair,Solo Leisure,Economy Class,4/1/2023,April,Toronto,Keflavik
11317,Icelandair,Couple Leisure,Business Class,4/1/2023,April,Keflavik,Oslo
11318,Icelandair,Solo Leisure,Economy Class,1/1/2023,January,New York JFK,Keflavik
11319,Icelandair,Couple Leisure,Economy Class,12/1/2022,December,Keflavik,Washington
11320,Icelandair,Couple Leisure,Economy Class,2/1/2023,February,Klefavik,London
11321,Icelandair,Family Leisure,Economy Class,1/1/2023,January,Washington,Keflavik
11322,Icelandair,Couple Leisure,Economy Class,1/1/2023,January,Newark,London
11323,Icelandair,Solo Leisure,Economy Class,1/1/2023,January,Toronto,Glasgow
11324,Icelandair,Solo Leisure,Economy Class,12/1/2022,December,Denver,Keflavik
11325,Icelandair,Couple Leisure,Economy Class,12/1/2022,December,San Francisco,Zurich
11326,Icelandair,Family Leisure,Economy Class,12/1/2022,December,New York,London Heathrow
11327,Icelandair,Solo Leisure,Economy Class,12/1/2022,December,Keflavik,Copenhagen
11328,Icelandair,Family Leisure,Economy Class,12/1/2022,December,Chicago,Copenhagen
11329,Icelandair,Couple Leisure,Business Class,12/1/2022,December,Zurich,Keflavík
11330,Icelandair,Couple Leisure,Business Class,12/1/2022,December,Keflavík,Zurich
11331,Icelandair,Family Leisure,Economy Class,12/1/2022,December,Stockholm,Keflavik
11332,Icelandair,Solo Leisure,Economy Class,12/1/2022,December,Zurich,Seattle
11333,Icelandair,Couple Leisure,Economy Class,12/1/2022,December,Keflavik,Raleigh Durham
11334,Icelandair,Family Leisure,Economy Class,11/1/2022,November,Washington,Reykjavik
11335,Icelandair,Family Leisure,Economy Class,11/1/2022,November,Boston,Keflavik
11336,Icelandair,Family Leisure,Economy Class,11/1/2022,November,Chicago,Copenhagen
11337,Icelandair,Couple Leisure,Business Class,8/1/2022,August,Washington Dulles,Reykjavik
11338,Icelandair,Family Leisure,Economy Class,10/1/2022,October,Glasgow,Seattle
11339,Icelandair,Couple Leisure,Economy Class,10/1/2022,October,Paris,Washington
11340,Icelandair,Solo Leisure,Economy Class,9/1/2022,September,Munich,Baltimore
11341,Icelandair,Couple Leisure,Economy Class,9/1/2022,September,Newark,London
11342,Icelandair,Solo Leisure,Economy Class,9/1/2022,September,Helsinki,Boston
11343,Icelandair,Family Leisure,Economy Class,5/1/2022,May,Seattle,Copenhagen
11344,Icelandair,Couple Leisure,Economy Class,8/1/2022,August,Toronto,Brussels
11345,Icelandair,Solo Leisure,Economy Class,9/1/2022,September,Paris CDG,Vancouver
11346,Icelandair,Solo Leisure,Economy Class,9/1/2022,September,Keflavik,Frankfurt
11347,Icelandair,Solo Leisure,Economy Class,9/1/2022,September,Toronto,Keflavik
11348,Icelandair,Solo Leisure,Economy Class,8/1/2022,August,Newark,Manchester
11349,Icelandair,Family Leisure,Economy Class,8/1/2022,August,Berlin,Toronto
11350,Icelandair,Solo Leisure,Economy Class,8/1/2022,August,Boston,Stockholm
11351,Icelandair,Business,Business Class,8/1/2022,August,Keflavik,Munich
11352,Icelandair,Couple Leisure,Economy Class,8/1/2022,August,Washington,Bergen
11353,Icelandair,Solo Leisure,Economy Class,7/1/2022,July,Baltimore,Copenhagen
11354,Icelandair,Couple Leisure,Economy Class,7/1/2022,July,Boston,Copenhagen
11355,Icelandair,Family Leisure,Economy Class,8/1/2022,August,Paris,New York
11356,Icelandair,Solo Leisure,Economy Class,7/1/2022,July,London,Denver
11357,Icelandair,Solo Leisure,Economy Class,7/1/2022,July,Amsterdam,Chicago
11358,Icelandair,Solo Leisure,Economy Class,1/1/2022,January,Toronto,Frankfurt
11359,Icelandair,Family Leisure,Economy Class,7/1/2022,July,Minneapolis,Helsinki
11360,Icelandair,Couple Leisure,Business Class,6/1/2022,June,Chicago,Glasgow
11361,Icelandair,Business,Economy Class,6/1/2022,June,London,Baltimore
11362,Icelandair,Business,Economy Class,6/1/2022,June,Keflavik,Nuuk
11363,Icelandair,Solo Leisure,Economy Class,6/1/2022,June,Seattle,Paris
11364,Icelandair,Solo Leisure,Economy Class,1/1/2022,January,New York,Amsterdam
11365,Icelandair,Family Leisure,Economy Class,7/1/2021,July,Denver,Copenhagen
11366,Icelandair,Family Leisure,Economy Class,6/1/2022,June,Dublin,Seattle
11367,Icelandair,Business,Economy Class,6/1/2022,June,Berlin,Toronto
11368,Icelandair,Family Leisure,Economy Class,6/1/2022,June,Denver,Oslo
11369,Icelandair,Solo Leisure,Business Class,6/1/2022,June,London,Seattle vi Keflavik
11370,Icelandair,Business,Business Class,6/1/2022,June,Frankfurt,New York
11371,Icelandair,Family Leisure,Premium Economy,1/1/2022,January,Minneapolis,London
11372,Icelandair,Business,Economy Class,1/1/2022,January,Boston,Keflavik
11373,Icelandair,Family Leisure,Economy Class,1/1/2022,January,Reykjavik,Paris
11374,Icelandair,Couple Leisure,Economy Class,12/1/2021,December,New York,Reykavik
11375,Icelandair,Family Leisure,Economy Class,11/1/2021,November,Newark,Reykjavik
11376,Icelandair,Family Leisure,Economy Class,11/1/2021,November,Denver,Rekyjavik
11377,Icelandair,Solo Leisure,First Class,9/1/2021,September,Portland,Reykjavik
11378,Icelandair,Couple Leisure,Economy Class,10/1/2021,October,Newark,Reykjavik
11379,Icelandair,Couple Leisure,Economy Class,9/1/2021,September,Portland,Copenhagen
11380,Icelandair,Couple Leisure,Economy Class,9/1/2021,September,Toronto,Paris
11381,Icelandair,Couple Leisure,Business Class,9/1/2021,September,London,Newark 
11382,Icelandair,Couple Leisure,Economy Class,9/1/2021,September,Boston,Amsterdam
11383,Icelandair,Family Leisure,Economy Class,8/1/2021,August,Boston,Reykjavík
11384,Icelandair,Solo Leisure,Economy Class,9/1/2021,September,London,Seattle
11385,Icelandair,Couple Leisure,Economy Class,8/1/2021,August,Dublin,Reykjavik
11386,Icelandair,Solo Leisure,Economy Class,8/1/2021,August,Seattle,Dublin
11387,Icelandair,Solo Leisure,Economy Class,7/1/2021,July,Copenhagen,New York
11388,Icelandair,Family Leisure,Economy Class,7/1/2021,July,Amsterdam,Newark
11389,Icelandair,Couple Leisure,Economy Class,7/1/2021,July,Zurich,Keflavik
11390,Icelandair,Couple Leisure,Business Class,8/1/2020,August,Denver,Copenhagen
11391,Icelandair,Couple Leisure,Economy Class,9/1/2020,September,Chicago O'Hare,Dublin
11392,Icelandair,Solo Leisure,Economy Class,5/1/2021,May,Copenhagen,Reykjavik
11393,Icelandair,Solo Leisure,Economy Class,2/1/2021,February,Iceland,Sweden
11394,Icelandair,Solo Leisure,Economy Class,7/1/2020,July,Boston,Stockholm
11395,Icelandair,Solo Leisure,Economy Class,3/1/2020,March,Keflavik,London Heathrow
11396,Icelandair,Solo Leisure,Economy Class,3/1/2020,March,Orlando,Copenhagen
11397,Icelandair,Solo Leisure,Economy Class,4/1/2020,April,Reykjavik,Boston
