ID,Airline Name,Type Of Traveller,Seat Type,Date Flown,Month Flown,Departure city,Arrival city
0,AB Aviation,Solo Leisure,Economy Class,11/1/2019,November,Moroni,Moheli
1,AB Aviation,Solo Leisure,Economy Class,6/1/2019,June,Moroni,Anjouan
2,AB Aviation,Solo Leisure,Economy Class,6/1/2019,June,Anjouan,Dzaoudzi
3,Adria Airways,Solo Leisure,Economy Class,9/1/2019,September,Frankfurt,Pristina
4,Adria Airways,Couple Leisure,Economy Class,9/1/2019,September,Sofia,Amsterdam
5,Adria Airways,Couple Leisure,Economy Class,9/1/2019,September,Sarajevo,Ljubljana
6,Adria Airways,Business,Economy Class,9/1/2019,September,Ljubljana,Zürich
7,Adria Airways,Solo Leisure,Economy Class,8/1/2019,August,Timisoara,Munich
8,Adria Airways,Solo Leisure,Economy Class,8/1/2019,August,Pristina,Zürich
9,Adria Airways,Family Leisure,Economy Class,10/1/2018,October,Ljubljana,Munich
10,Adria Airways,Business,Economy Class,10/1/2018,October,Zurich,Ljubljana
11,Adria Airways,Family Leisure,Economy Class,7/1/2018,July,Vienna,Sofia
12,Adria Airways,Solo Leisure,Economy Class,5/1/2018,May,Paris,Skopje
13,Adria Airways,Business,Economy Class,6/1/2018,June,Ljubljana,Munich
14,Adria Airways,Couple Leisure,Economy Class,6/1/2018,June,Ljubljana,Prague
15,Adria Airways,Business,Economy Class,4/1/2018,April,Frankfurt,Ljubljana
16,Adria Airways,Solo Leisure,Economy Class,3/1/2018,March,Ljubljana,Frankfurt
17,Adria Airways,Solo Leisure,Economy Class,9/1/2017,September,Ljubljana,Vienna
18,Adria Airways,Business,Economy Class,11/1/2017,November,Ljubljana,Sarajevo
19,Adria Airways,Couple Leisure,Economy Class,10/1/2017,October,Zurich,Ljubjana
20,Adria Airways,Family Leisure,Economy Class,6/1/2017,June,Ljubljana,Munich 
21,Adria Airways,Business,Economy Class,4/1/2017,April,Ljubljana,Zurich
22,Adria Airways,Solo Leisure,Business Class,12/1/2016,December,LJU,VIE
23,Adria Airways,Business,Economy Class,10/1/2016,October,LJU,VIE
24,Adria Airways,Solo Leisure,Business Class,11/1/2016,November,LJU,CPH
25,Adria Airways,Business,Economy Class,11/1/2016,November,CDG,LJU
26,Adria Airways,Solo Leisure,Economy Class,10/1/2016,October,MUC,LJU
27,Adria Airways,Solo Leisure,Economy Class,10/1/2016,October,LJU,AMS
28,Adria Airways,Couple Leisure,Economy Class,8/1/2016,August,LJU,BRU
29,Adria Airways,Family Leisure,Economy Class,9/1/2016,September,MAN,LJU
30,Adria Airways,Couple Leisure,Economy Class,7/1/2016,July,LGW,LJU
31,Adria Airways,Solo Leisure,Economy Class,7/1/2016,July,TLL,ARN
32,Adria Airways,Business,Economy Class,7/1/2016,July,ZRH,LJU
33,Adria Airways,Solo Leisure,Economy Class,7/1/2016,July,LJU,ZRH
34,Adria Airways,Solo Leisure,Economy Class,7/1/2016,July,LCJ,CDG
35,Adria Airways,Solo Leisure,Economy Class,1/1/2016,January,MUC,PRN
36,Adria Airways,Couple Leisure,Economy Class,9/1/2015,September,LJU,AMS
37,Adria Airways,Solo Leisure,Economy Class,9/1/2015,September,Ljubljana,Moscow
38,Adria Airways,Business,Business Class,9/1/2015,September,SKP,LJU
39,Adria Airways,Family Leisure,Economy Class,2/1/2015,February,Frankfurt,Ljubljana
40,Adria Airways,Family Leisure,Economy Class,8/1/2015,August,Ljubljana,Brussels
41,Adria Airways,Family Leisure,Economy Class,8/1/2015,August,Manchester,Ljubljana
94,Aegean Airlines,Family Leisure,Economy Class,7/1/2023,July,Heraklion,Istanbul
95,Aegean Airlines,Couple Leisure,Economy Class,6/1/2023,June,Stockholm,Cairo
96,Aegean Airlines,Family Leisure,Economy Class,5/1/2023,May,Athens,Brussels 
97,Aegean Airlines,Couple Leisure,Premium Economy,7/1/2023,July,Athens,Mykonos
98,Aegean Airlines,Couple Leisure,Economy Class,7/1/2023,July,Barcelona,Athens
99,Aegean Airlines,Couple Leisure,Business Class,7/1/2023,July,Santorini,Florence
100,Aegean Airlines,Couple Leisure,Economy Class,7/1/2023,July,Athens,Chania
101,Aegean Airlines,Couple Leisure,Economy Class,7/1/2023,July,Santorini,Tel Aviv
102,Aegean Airlines,Business,Business Class,6/1/2023,June,Munich,Athens
103,Aegean Airlines,Business,Economy Class,6/1/2023,June,London,Athens
104,Aegean Airlines,Business,Business Class,7/1/2023,July,Athens,Mitilini
105,Aegean Airlines,Couple Leisure,Economy Class,6/1/2023,June,Athens,London Heathrow
106,Aegean Airlines,Solo Leisure,Economy Class,6/1/2023,June,Cairo,Athens
107,Aegean Airlines,Couple Leisure,Economy Class,6/1/2023,June,Malaga,Athens
108,Aegean Airlines,Couple Leisure,Economy Class,6/1/2023,June,Sofia,Larnaca
109,Aegean Airlines,Couple Leisure,Business Class,5/1/2023,May,Rhodes,Athens
110,Aegean Airlines,Family Leisure,Economy Class,5/1/2023,May,Rome,Athens
111,Aegean Airlines,Business,Economy Class,5/1/2023,May,Mytilini,Athens
112,Aegean Airlines,Couple Leisure,Economy Class,4/1/2023,April,Tirana,Athens
113,Aegean Airlines,Solo Leisure,Economy Class,4/1/2023,April,Prague,Cairo
114,Aegean Airlines,Solo Leisure,Economy Class,4/1/2023,April,Athens,London
115,Aegean Airlines,Solo Leisure,Economy Class,4/1/2023,April,Belgrade,Marrakech
116,Aegean Airlines,Solo Leisure,Economy Class,3/1/2023,March,Corfu,Athens
117,Aegean Airlines,Solo Leisure,Economy Class,3/1/2023,March,Brussels,Thessaloniki
118,Aegean Airlines,Couple Leisure,Business Class,3/1/2023,March,Athens,Frankfurt
119,Aegean Airlines,Family Leisure,Business Class,9/1/2022,September,Athens,Berlin
120,Aegean Airlines,Business,Economy Class,7/1/2022,July,Athens,Stuttgart 
121,Aegean Airlines,Family Leisure,Economy Class,3/1/2023,March,Tel Aviv,Athens
122,Aegean Airlines,Family Leisure,Economy Class,3/1/2023,March,Athens,Hamburg
123,Aegean Airlines,Couple Leisure,Economy Class,2/1/2023,February,Rome,Athens 
124,Aegean Airlines,Family Leisure,Economy Class,6/1/2022,June,Madrid,Larnaca
125,Aegean Airlines,Solo Leisure,Economy Class,12/1/2022,December,Paris,Munich
126,Aegean Airlines,Family Leisure,Economy Class,1/1/2023,January,Athens,Brussels
127,Aegean Airlines,Solo Leisure,Economy Class,12/1/2022,December,London,Corfu
128,Aegean Airlines,Solo Leisure,Economy Class,12/1/2022,December,Santorini,Athens
129,Aegean Airlines,Family Leisure,Economy Class,11/1/2022,November,Athens,Zurich
130,Aegean Airlines,Solo Leisure,Economy Class,11/1/2022,November,Prague,Cairo
131,Aegean Airlines,Family Leisure,Economy Class,11/1/2022,November,Rhodes,Stockholm
132,Aegean Airlines,Business,Economy Class,9/1/2022,September,Belgrade,Chania
133,Aegean Airlines,Solo Leisure,Economy Class,10/1/2022,October,Madrid,Heraklion
134,Aegean Airlines,Couple Leisure,Economy Class,8/1/2022,August,Santorini,Athens
135,Aegean Airlines,Business,Economy Class,10/1/2022,October,Larnaca,Athens
136,Aegean Airlines,Couple Leisure,Economy Class,10/1/2022,October,Santorini,Athens
137,Aegean Airlines,Couple Leisure,Economy Class,8/1/2022,August,Corfu,Skopje
138,Aegean Airlines,Solo Leisure,Economy Class,9/1/2022,September,Yerevan,Hamburg
139,Aegean Airlines,Couple Leisure,Economy Class,9/1/2022,September,Oslo,Santorini
140,Aegean Airlines,Family Leisure,Economy Class,9/1/2022,September,Rhodes,Amsterdam
141,Aegean Airlines,Solo Leisure,Economy Class,9/1/2022,September,Prague,Cairo
142,Aegean Airlines,Business,Economy Class,9/1/2022,September,Helsinki,Athens
143,Aegean Airlines,Couple Leisure,Economy Class,6/1/2022,June,Tbislis,Frankfurt
144,Aegean Airlines,Solo Leisure,Economy Class,9/1/2022,September,Athens,Beirut
145,Aegean Airlines,Couple Leisure,Economy Class,8/1/2022,August,Athens,Mykonos
146,Aegean Airlines,Couple Leisure,Economy Class,9/1/2022,September,Athens,Munich
147,Aegean Airlines,Solo Leisure,Economy Class,6/1/2022,June,Berlin,Thessaloniki
148,Aegean Airlines,Solo Leisure,Economy Class,8/1/2022,August,Stuttgart,Thessaloniki
149,Aegean Airlines,Business,Economy Class,8/1/2022,August,Athens,London Heathrow
150,Aegean Airlines,Family Leisure,Economy Class,8/1/2022,August,London,Istanbul
151,Aegean Airlines,Business,Economy Class,8/1/2022,August,Heraklion,Athens
152,Aegean Airlines,Business,Economy Class,7/1/2022,July,Athens,Sofia
153,Aegean Airlines,Couple Leisure,Economy Class,7/1/2022,July,Mykonos,Rome
154,Aegean Airlines,Solo Leisure,Economy Class,7/1/2022,July,Athens,London
155,Aegean Airlines,Solo Leisure,Economy Class,7/1/2022,July,Athens,London
156,Aegean Airlines,Solo Leisure,Premium Economy,7/1/2022,July,London,Athens
157,Aegean Airlines,Solo Leisure,Economy Class,7/1/2022,July,Thessaloniki,Athens
158,Aegean Airlines,Solo Leisure,Economy Class,6/1/2022,June,Istanbul,Athens
159,Aegean Airlines,Business,Economy Class,6/1/2022,June,Dublin,Paros
160,Aegean Airlines,Couple Leisure,Business Class,6/1/2022,June,Mykonos,Copenhagen
161,Aegean Airlines,Solo Leisure,Economy Class,6/1/2022,June,Athens,Paris
162,Aegean Airlines,Solo Leisure,Economy Class,6/1/2022,June,Athens,Mykonos
163,Aegean Airlines,Couple Leisure,Premium Economy,5/1/2022,May,Santorini,Athens
164,Aegean Airlines,Couple Leisure,Economy Class,5/1/2022,May,Hamburg,Athens
165,Aegean Airlines,Solo Leisure,Economy Class,4/1/2022,April,Heraklion,Athens
166,Aegean Airlines,Solo Leisure,Economy Class,4/1/2022,April,London,Athens
167,Aegean Airlines,Family Leisure,Economy Class,5/1/2021,May,Brussels,Athens
168,Aegean Airlines,Couple Leisure,Economy Class,4/1/2022,April,London,Istanbul
169,Aegean Airlines,Business,Business Class,4/1/2022,April,Athens,Istanbul
170,Aegean Airlines,Couple Leisure,Economy Class,9/1/2021,September,London,Athens
171,Aegean Airlines,Couple Leisure,Economy Class,4/1/2022,April,Athens,Thessaloniki
172,Aegean Airlines,Solo Leisure,Economy Class,3/1/2022,March,Athens,London
173,Aegean Airlines,Business,Economy Class,4/1/2022,April,Athens,Santorini
174,Aegean Airlines,Business,Economy Class,2/1/2022,February,Athens,Stockholm
175,Aegean Airlines,Solo Leisure,Economy Class,2/1/2022,February,London,Athens
176,Aegean Airlines,Family Leisure,Economy Class,2/1/2022,February,Athens,London
177,Aegean Airlines,Family Leisure,Economy Class,12/1/2021,December,Athens,Helsinki
178,Aegean Airlines,Family Leisure,Economy Class,12/1/2021,December,Athens,Paris
179,Aegean Airlines,Solo Leisure,Economy Class,11/1/2021,November,Prague,Cairo
180,Aegean Airlines,Business,Economy Class,12/1/2021,December,Prague,Athens
181,Aegean Airlines,Business,Economy Class,11/1/2021,November,Larnaca,Athens
182,Aegean Airlines,Business,Economy Class,11/1/2021,November,Stockholm,Athens
183,Aegean Airlines,Family Leisure,Economy Class,11/1/2021,November,London,Athens
184,Aegean Airlines,Solo Leisure,Economy Class,10/1/2021,October,Athens,Munich
185,Aegean Airlines,Couple Leisure,Economy Class,10/1/2021,October,Stuttgart,Heraklion
186,Aegean Airlines,Couple Leisure,Economy Class,10/1/2021,October,Naples,Santorini
187,Aegean Airlines,Solo Leisure,Economy Class,9/1/2021,September,Heraklion,Thessaloniki
188,Aegean Airlines,Solo Leisure,Economy Class,9/1/2021,September,Corfu,Athens
189,Aegean Airlines,Couple Leisure,Economy Class,9/1/2021,September,Rhodes,Geneva
190,Aegean Airlines,Solo Leisure,Economy Class,9/1/2021,September,Sofia,Thessaloniki
191,Aegean Airlines,Business,Economy Class,9/1/2021,September,Zurich,Athens
192,Aegean Airlines,Solo Leisure,Business Class,9/1/2021,September,Larnaca,London Heathrow
193,Aegean Airlines,Family Leisure,Economy Class,9/1/2021,September,London,Athens
194,Aer Lingus,Couple Leisure,Economy Class,8/1/2022,August,Seattle,Dublin
195,Aer Lingus,Couple Leisure,Economy Class,7/1/2023,July,Dublin,Orlando
196,Aer Lingus,Couple Leisure,Economy Class,7/1/2023,July,Alicante,Dublin
197,Aer Lingus,Couple Leisure,Economy Class,7/1/2023,July,Southampton,Dublin
198,Aer Lingus,Solo Leisure,Economy Class,7/1/2023,July,Edinburgh,Belfast
199,Aer Lingus,Couple Leisure,Economy Class,5/1/2023,May,Dublin,London
200,Aer Lingus,Family Leisure,Economy Class,7/1/2023,July,Dublin,Philadelphia
201,Aer Lingus,Couple Leisure,Economy Class,6/1/2023,June,Dublin,New York
202,Aer Lingus,Family Leisure,Economy Class,6/1/2023,June,Paris,New York
203,Aer Lingus,Family Leisure,Economy Class,8/1/2022,August,Naples,Washington
204,Aer Lingus,Family Leisure,Economy Class,6/1/2023,June,Chicago,Dublin
205,Aer Lingus,Couple Leisure,Economy Class,6/1/2023,June,Boston,Athens
206,Aer Lingus,Family Leisure,Economy Class,6/1/2023,June,Cork,Dubrovnik
207,Aer Lingus,Couple Leisure,Economy Class,6/1/2023,June,New York,Naples
208,Aer Lingus,Couple Leisure,Economy Class,5/1/2023,May,Manchester,New York JFK
209,Aer Lingus,Solo Leisure,Economy Class,6/1/2023,June,Dublin,San Francisco
210,Aer Lingus,Couple Leisure,Economy Class,6/1/2023,June,Washington,Naples
211,Aer Lingus,Couple Leisure,Business Class,6/1/2023,June,New York JFK,Manchester
212,Aer Lingus,Family Leisure,Economy Class,5/1/2023,May,Orlando,Dublin
213,Aer Lingus,Business,Economy Class,6/1/2023,June,London Heathrow,Shannon
214,Aer Lingus,Family Leisure,Economy Class,3/1/2023,March,Boston,Amsterdam
215,Aer Lingus,Business,Business Class,5/1/2023,May,Dublin,Boston
216,Aer Lingus,Solo Leisure,Economy Class,6/1/2023,June,Dublin,London
217,Aer Lingus,Business,Business Class,5/1/2023,May,Edinburgh,Toronto
218,Aer Lingus,Solo Leisure,Economy Class,5/1/2023,May,Edinburgh,Dublin
219,Aer Lingus,Family Leisure,Economy Class,5/1/2023,May,Chicago,Zurich
220,Aer Lingus,Business,Economy Class,5/1/2023,May,Dublin,London
221,Aer Lingus,Couple Leisure,Economy Class,5/1/2023,May,Boston,Naples
222,Aer Lingus,Business,Premium Economy,5/1/2023,May,Dublin,Geneva
223,Aer Lingus,Couple Leisure,Business Class,5/1/2023,May,San Francisco,Dublin
224,Aer Lingus,Solo Leisure,Economy Class,5/1/2023,May,Los Angeles,Dublin
225,Aer Lingus,Business,Business Class,5/1/2023,May,Manchester,New York JFK 
226,Aer Lingus,Family Leisure,Economy Class,5/1/2023,May,New York,Frankfurt
227,Aer Lingus,Solo Leisure,Economy Class,5/1/2023,May,Berlin,Dublin
228,Aer Lingus,Solo Leisure,Economy Class,5/1/2023,May,Dublin,London
229,Aer Lingus,Couple Leisure,Economy Class,5/1/2023,May,Dublin,Dublin
230,Aer Lingus,Family Leisure,Economy Class,8/1/2022,August,Toronto,London
231,Aer Lingus,Solo Leisure,Economy Class,4/1/2023,April,Hartford,Dublin
232,Aer Lingus,Solo Leisure,Economy Class,4/1/2023,April,London Heathrow,Shannon
233,Aer Lingus,Business,Economy Class,4/1/2023,April,Gatwick,Orlando
234,Aer Lingus,Family Leisure,Economy Class,4/1/2023,April,Dublin,Edinburgh
235,Aer Lingus,Family Leisure,Economy Class,4/1/2023,April,Dublin,Hartford
236,Aer Lingus,Couple Leisure,Economy Class,4/1/2023,April,Dublin,Newark
237,Aer Lingus,Solo Leisure,Economy Class,2/1/2023,February,London Heathrow,Cork
238,Aer Lingus,Couple Leisure,Economy Class,9/1/2022,September,Los Angeles,Paris
239,Aer Lingus,Couple Leisure,Economy Class,1/1/2023,January,London Heathrow,Belfast
240,Aer Lingus,Family Leisure,Business Class,12/1/2022,December,Paris,San Francisco
241,Aer Lingus,Solo Leisure,Economy Class,1/1/2023,January,Washington,Glasgow
242,Aer Lingus,Family Leisure,Economy Class,12/1/2022,December,Manchester,New York JFK
243,Aer Lingus,Family Leisure,Economy Class,12/1/2022,December,Toronto,Birmingham
244,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Dublin,Boston
245,Aer Lingus,Solo Leisure,Economy Class,12/1/2022,December,Washington,London
246,Aer Lingus,Business,Premium Economy,12/1/2022,December,Paris,Boston
247,Aer Lingus,Couple Leisure,Economy Class,12/1/2022,December,Chicago,Dublin
248,Aer Lingus,Solo Leisure,Economy Class,12/1/2022,December,Dublin,Glasgow
249,Aer Lingus,Solo Leisure,Economy Class,12/1/2022,December,Dublin,Seattle
250,Aer Lingus,Solo Leisure,Economy Class,11/1/2022,November,Belfast City,Southampton
251,Aer Lingus,Family Leisure,Economy Class,11/1/2022,November,Dublin,Boston
252,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Chicago,Venice
253,Aer Lingus,Couple Leisure,Economy Class,7/1/2022,July,Dublin,London 
254,Aer Lingus,Family Leisure,Economy Class,11/1/2022,November,Orlando,Manchester
255,Aer Lingus,Couple Leisure,Economy Class,7/1/2022,July,London,Dublin 
256,Aer Lingus,Family Leisure,Economy Class,6/1/2022,June,Boston,London
257,Aer Lingus,Solo Leisure,Economy Class,10/1/2022,October,Dublin,London Gatwick
258,Aer Lingus,Solo Leisure,Economy Class,10/1/2022,October,Rome,Dublin
259,Aer Lingus,Couple Leisure,Economy Class,10/1/2022,October,Dublin,Chicago
260,Aer Lingus,Couple Leisure,Economy Class,10/1/2022,October,Philadelphia,Edinburgh
261,Aer Lingus,Business,Business Class,7/1/2022,July,Seattle,Dublin
262,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Chicago,Amsterdam
263,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Dublin,Lisbon
264,Aer Lingus,Solo Leisure,Economy Class,6/1/2022,June,Edinburgh,New York JFK
265,Aer Lingus,Couple Leisure,Economy Class,9/1/2022,September,Dublin,Boston
266,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Birmingham,Philadelphia
267,Aer Lingus,Couple Leisure,Economy Class,7/1/2022,July,Philadelphia,Dublin
268,Aer Lingus,Family Leisure,Economy Class,9/1/2022,September,Chicago,Dublin 
269,Aer Lingus,Business,Economy Class,9/1/2022,September,Dublin,Birmingham
270,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Geneva,Dublin
271,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Dublin,Washington
272,Aer Lingus,Couple Leisure,Economy Class,9/1/2022,September,Toronto,Dublin
273,Aer Lingus,Couple Leisure,Business Class,9/1/2022,September,Orlando,Rome
274,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Dublin,Los Angeles
275,Aer Lingus,Family Leisure,Business Class,9/1/2022,September,Dublin,New York JFK
276,Aer Lingus,Solo Leisure,Economy Class,9/1/2022,September,Paris,New York
277,Aer Lingus,Family Leisure,Economy Class,7/1/2022,July,Dublin,Washington Dulles
278,Aer Lingus,Couple Leisure,Economy Class,9/1/2022,September,San Francisco,Paris
279,Aer Lingus,Solo Leisure,Economy Class,8/1/2022,August,Dublin,Chicago
280,Aer Lingus,Solo Leisure,Economy Class,8/1/2022,August,Gatwick,Dublin
281,Aer Lingus,Solo Leisure,Economy Class,8/1/2022,August,Santiago de Compostela,Dublin
282,Aer Lingus,Couple Leisure,Economy Class,5/1/2022,May,Toronto,Dublin
283,Aer Lingus,Solo Leisure,Economy Class,8/1/2022,August,Dublin,Chicago
284,Aer Lingus,Family Leisure,Economy Class,8/1/2022,August,Chicago,Hamburg
285,Aer Lingus,Family Leisure,Economy Class,8/1/2022,August,Istanbul,Dublin
286,Aer Lingus,Couple Leisure,Economy Class,8/1/2022,August,Seattle,Manchester
287,Aer Lingus,Solo Leisure,Economy Class,7/1/2022,July,Belfast,London
288,Aer Lingus,Family Leisure,Economy Class,8/1/2022,August,Naples,Washington
289,Aer Lingus,Solo Leisure,Economy Class,8/1/2022,August,Dublin,Seattle
290,Aer Lingus,Couple Leisure,Economy Class,8/1/2022,August,Chicago O'Hare,Amsterdam
291,Aer Lingus,Family Leisure,Economy Class,8/1/2022,August,Boston,Edinburgh
292,Aer Lingus,Couple Leisure,Economy Class,8/1/2022,August,Los Angeles,Rome
293,Aer Lingus,Solo Leisure,Economy Class,8/1/2022,August,Cork,London
294,Aero VIP,Solo Leisure,Economy Class,4/1/2019,April,Cascais,Bragança
295,Aero VIP,Solo Leisure,Economy Class,4/1/2019,April,Bragança,Cascais
296,Aero VIP,Couple Leisure,Economy Class,7/1/2017,July,Funchal,Porto Santo
300,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2023,January,Thessaloniki,Havana
301,Aeroflot Russian Airlines,Solo Leisure,Economy Class,7/1/2022,July,Osaka,Dublin
302,Aeroflot Russian Airlines,Solo Leisure,Business Class,1/1/2022,January,London,Moscow
303,Aeroflot Russian Airlines,Business,Economy Class,8/1/2021,August,Vladivostok,Grozny 
304,Aeroflot Russian Airlines,Business,Business Class,9/1/2021,September,Larnaca,Moscow
305,Aeroflot Russian Airlines,Business,Economy Class,10/1/2020,October,Vienna,Moscow
306,Aeroflot Russian Airlines,Solo Leisure,Business Class,9/1/2021,September,Moscow,Larnaca
307,Aeroflot Russian Airlines,Business,Premium Economy,9/1/2021,September,Moscow,Larnaca
308,Aeroflot Russian Airlines,Family Leisure,Economy Class,8/1/2021,August,Miami,Moscow
309,Aeroflot Russian Airlines,Solo Leisure,Premium Economy,8/1/2021,August,Petropavlovsk-Kamchatsky,Moscow 
310,Aeroflot Russian Airlines,Business,Economy Class,7/1/2021,July,Moscow,London
311,Aeroflot Russian Airlines,Couple Leisure,Economy Class,7/1/2020,July,Manchester,Tokyo
312,Aeroflot Russian Airlines,Business,Economy Class,4/1/2020,April,Delhi,Copenhagen
313,Aeroflot Russian Airlines,Family Leisure,Economy Class,3/1/2020,March,Riga,Dubai
314,Aeroflot Russian Airlines,Couple Leisure,Economy Class,12/1/2020,December,Los Angeles,Antalya
315,Aeroflot Russian Airlines,Solo Leisure,Economy Class,4/1/2020,April,Brussels,Bangkok
316,Aeroflot Russian Airlines,Couple Leisure,Economy Class,4/1/2020,April,Rome,Tokyo
317,Aeroflot Russian Airlines,Solo Leisure,Business Class,10/1/2020,October,London,Moscow
318,Aeroflot Russian Airlines,Solo Leisure,Economy Class,4/1/2020,April,Hamburg,St. Petersburg
319,Aeroflot Russian Airlines,Solo Leisure,Premium Economy,8/1/2020,August,London,Moscow
320,Aeroflot Russian Airlines,Business,Economy Class,8/1/2020,August,Moscow,London
321,Aeroflot Russian Airlines,Solo Leisure,Economy Class,4/1/2020,April,Madrid,Bangkok
322,Aeroflot Russian Airlines,Family Leisure,Economy Class,8/1/2020,August,Moscow,London
323,Aeroflot Russian Airlines,Couple Leisure,Economy Class,4/1/2020,April,Hanoi,Dublin
324,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2020,January,Vilnius,Tokyo
325,Aeroflot Russian Airlines,Business,Business Class,4/1/2020,April,Moscow,Bangkok
326,Aeroflot Russian Airlines,Solo Leisure,Economy Class,9/1/2019,September,Moscow,Hanoi
327,Aeroflot Russian Airlines,Solo Leisure,Business Class,3/1/2020,March,Moscow,St Petersburgh
328,Aeroflot Russian Airlines,Solo Leisure,Economy Class,4/1/2019,April,New York,Tel Aviv
329,Aeroflot Russian Airlines,Solo Leisure,Business Class,11/1/2019,November,Hong Kong,Moscow
330,Aeroflot Russian Airlines,Solo Leisure,Economy Class,3/1/2020,March,Athens,Moscow
331,Aeroflot Russian Airlines,Solo Leisure,Economy Class,2/1/2020,February,Lyon,Moscow
332,Aeroflot Russian Airlines,Solo Leisure,Economy Class,12/1/2019,December,Bucharest,Moscow
333,Aeroflot Russian Airlines,Solo Leisure,Economy Class,3/1/2020,March,Ljubljana,Moscow 
334,Aeroflot Russian Airlines,Family Leisure,Economy Class,2/1/2020,February,London,Dubai
335,Aeroflot Russian Airlines,Family Leisure,Economy Class,1/1/2020,January,Phuket,Oslo
336,Aeroflot Russian Airlines,Solo Leisure,Economy Class,11/1/2019,November,New York,Delhi
337,Aeroflot Russian Airlines,Solo Leisure,Economy Class,2/1/2020,February,Amsterdam,Hanoi
338,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2020,January,Athens,Moscow
339,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2020,January,Irkutsk,Moscow svo
340,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2020,January,Tel Aviv,Moscow
341,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2020,January,London,Hong Kong
342,Aeroflot Russian Airlines,Solo Leisure,Economy Class,1/1/2020,January,Moscow,Helsinki
343,Aeroflot Russian Airlines,Couple Leisure,Economy Class,1/1/2020,January,Ho Chi Minh,Amsterdam
344,Aeroflot Russian Airlines,Solo Leisure,Economy Class,12/1/2019,December,Amsterdam,Hong Kong
345,Aeroflot Russian Airlines,Solo Leisure,Economy Class,12/1/2019,December,Warsaw,Moscow 
346,Aeroflot Russian Airlines,Solo Leisure,Economy Class,12/1/2019,December,Paris,Phuket
347,Aeroflot Russian Airlines,Family Leisure,Economy Class,7/1/2019,July,Hanoi,Stockholm
348,Aeroflot Russian Airlines,Solo Leisure,Economy Class,8/1/2019,August,Warsaw,Moscow
349,Aeroflot Russian Airlines,Solo Leisure,Economy Class,6/1/2019,June,Prague,Cairo
350,Aeroflot Russian Airlines,Solo Leisure,Economy Class,10/1/2019,October,London,Seoul
351,Aeroflot Russian Airlines,Family Leisure,Economy Class,10/1/2019,October,Moscow,Los Angeles
352,Aeroflot Russian Airlines,Business,Economy Class,10/1/2019,October,Vienna,Moscow
353,Aeroflot Russian Airlines,Business,Business Class,10/1/2019,October,Moscow SVO,Paris CDG
354,Aeroflot Russian Airlines,Business,Premium Economy,9/1/2019,September,New York,NurSultan
355,Aeroflot Russian Airlines,Family Leisure,Economy Class,9/1/2019,September,St Petersburg,Moscow
356,Aeroflot Russian Airlines,Solo Leisure,Economy Class,9/1/2019,September,Ho Chi Minh City,Verona
357,Aeroflot Russian Airlines,Business,Economy Class,9/1/2019,September,Washington DC,Moscow
358,Aeroflot Russian Airlines,Solo Leisure,Economy Class,9/1/2019,September,Seoul,Minsk
359,Aeroflot Russian Airlines,Couple Leisure,Economy Class,9/1/2019,September,Barnaul,Vienna
360,Aeroflot Russian Airlines,Family Leisure,Economy Class,8/1/2019,August,Moscow,Nalchik
361,Aeroflot Russian Airlines,Solo Leisure,Economy Class,9/1/2019,September,Los Angeles,Istanbul
362,Aeroflot Russian Airlines,Couple Leisure,Economy Class,9/1/2019,September,Vladivostok,Moscow
363,Aeroflot Russian Airlines,Family Leisure,Economy Class,9/1/2019,September,New York,Moscow
364,Aeroflot Russian Airlines,Family Leisure,Economy Class,9/1/2019,September,Washington,Minsk
365,Aeroflot Russian Airlines,Business,Economy Class,8/1/2019,August,Kazan,Lisbon
366,Aeroflot Russian Airlines,Business,Economy Class,8/1/2019,August,Moscow,Kazan
367,Aeroflot Russian Airlines,Business,Economy Class,8/1/2019,August,Lisbon,Moscow
368,Aeroflot Russian Airlines,Couple Leisure,Economy Class,8/1/2019,August,Oslo,Bangkok
369,Aeroflot Russian Airlines,Solo Leisure,Business Class,8/1/2019,August,Moscow,Athens
370,Aeroflot Russian Airlines,Family Leisure,Economy Class,8/1/2019,August,Madrid,Bangkok
371,Aeroflot Russian Airlines,Family Leisure,Economy Class,6/1/2019,June,New York,Tel Aviv
372,Aeroflot Russian Airlines,Solo Leisure,Economy Class,6/1/2019,June,New York,Tel Aviv
373,Aeroflot Russian Airlines,Solo Leisure,Economy Class,7/1/2019,July,Madrid,Guangzhou
